"novalnet.bancontact-payment-description","You will be redirected to Bancontact. Please don’t close or refresh the browser until the payment is completed",en_US
"novalnet.bancontact-payment-description","Sie werden zu Bancontact weitergeleitet. Um eine erfolgreiche Zahlung zu gewährleisten, darf die Seite nicht geschlossen oder neu geladen werden, bis die Bezahlung abgeschlossen ist.",de_DE
"novalnet.ideal-payment-description","You will be redirected to iDEAL. Please don’t close or refresh the browser until the payment is completed",en_US
"novalnet.ideal-payment-description","Sie werden zu iDEAL weitergeleitet. Um eine erfolgreiche Zahlung zu gewährleisten, darf die Seite nicht geschlossen oder neu geladen werden, bis die Bezahlung abgeschlossen ist.",de_DE
"novalnet.multibanco-payment-description","On successful checkout, you will receive a payment reference. Using this payment reference, you can either pay in the Multibanco ATM or through your online bank account",en_US
"novalnet.multibanco-payment-description","Nach erfolgreichem Bestellabschluss erhalten Sie eine Zahlungsreferenz. Damit können Sie entweder an einem Multibanco-Geldautomaten oder im Onlinebanking bezahlen.",de_DE
"novalnet.barzahlen-payment-description","On successful checkout, you will receive a payment slip/SMS to pay your online purchase at one of our retail partners (e.g. supermarket)",en_US
"novalnet.barzahlen-payment-description","Nach erfolgreichem Bestellabschluss erhalten Sie einen Zahlschein bzw. eine SMS. Damit können Sie Ihre Online-Bestellung bei einem unserer Partner im Einzelhandel (z.B. Drogerie, Supermarkt etc.) bezahlen",de_DE
"novalnet.payment-confirmed","The transaction has been confirmed on %confirmed%",en_US
"novalnet.payment-confirmed","Die Buchung wurde am %confirmed% bestätigt.",de_DE
"novalnet.payment-void","The transaction has been cancelled on %cancelled%",en_US
"novalnet.payment-void","Das Abonnement wurde gekündigt wegen: %cancelled%",de_DE
"novalnet.payment-partial-refund","Refund has been initiated for the TID: %parentTid% with the amount of %amount%. Your new TID for the refund amount: %referenceTid%",en_US
"novalnet.payment-partial-refund","Die Rückerstattung für die TID %parentTid% mit dem Betrag %amount% wurde veranlasst. Die neue TID: %referenceTid% für den erstatteten Betrag",de_DE
"novalnet.payment-full-refund","Refund has been initiated for the TID: %parentTid% with the amount of %amount%.",en_US
"novalnet.payment-full-refund","Die Rückerstattung für die TID %parentTid% mit dem Betrag %amount% wurde veranlasst.",de_DE
"novalnet.invoice-bank-note-transfer-text-with-due-date","Please transfer the amount of %amount% to the following account on or before %due_date%",en_US
"novalnet.invoice-bank-note-transfer-text-with-due-date","Bitte überweisen Sie den Betrag von %amount% spätestens bis zum %due_date% auf das folgende Konto",de_DE
"novalnet.invoice-bank-note-transfer-text","Please transfer the amount of %amount% to the following account",en_US
"novalnet.invoice-bank-note-transfer-text","Bitte überweisen Sie den Betrag %amount% auf das folgende Konto.",de_DE
"novalnet.invoice-bank-note-account-holder","Account holder: %holder%",en_US
"novalnet.invoice-bank-note-account-holder","Kontoinhaber: %holder%",de_DE
"novalnet.invoice-bank-note-iban","IBAN: %iban%",en_US
"novalnet.invoice-bank-note-iban","IBAN: %iban%",de_DE
"novalnet.invoice-bank-note-bic","BIC: %bic%",en_US
"novalnet.invoice-bank-note-bic","BIC: %bic%",de_DE
"novalnet.invoice-bank-note-bank","Bank: %bank% %place%",en_US
"novalnet.invoice-bank-note-bank","Bank: %bank% %place%",de_DE
"novalnet.invoice-bank-note-amount","Amount: %amount% %currency%",en_US
"novalnet.invoice-bank-note-amount","Betrag: %amount% %currency%",de_DE
"novalnet.invoice-bank-note-reference-text","Please use any one of the following references as the payment reference, as only through this way your payment is matched and assigned to the order:",en_US
"novalnet.invoice-bank-note-reference-text","Bitte verwenden Sie einen der unten angegebenen Verwendungszwecke für die Überweisung, da nur so Ihr Geldeingang zugeordnet werden kann:",de_DE
"novalnet.invoice-bank-note-reference-one","Payment Reference 1 (Novalnet Invoice Reference): %ref1%",en_US
"novalnet.invoice-bank-note-reference-one","Verwendungszweck 1: (Novalnet Rechnungsnummer): %ref1%",de_DE
"novalnet.invoice-bank-note-reference-two","Payment Reference 2 (TID): %ref2%",en_US
"novalnet.invoice-bank-note-reference-two","Verwendungszweck 2: (TID): %ref2%",de_DE
"novalnet.cashpayment-slip-expiry-date","Slip expiry date: %date%",en_US
"novalnet.cashpayment-slip-expiry-date","Verfallsdatum des Zahlscheins: %date%",de_DE
"novalnet.multibanco-reference-comment","Payment reference: %ref%",en_US
"novalnet.multibanco-referennce-comment","Verwendungszweck: %ref%",de_DE
"novalnet.cashpayment-stores-near-you","Store(s) near you:",en_US
"novalnet.cashpayment-stores-near-you","Barzahlen-Partnerfiliale in Ihrer Nähe:",de_DE
"novalnet.payment-test-mode-description","The payment will be processed in the test mode therefore amount for this transaction will not be charged",en_US
"novalnet.payment-test-mode-description","Die Zahlung wird im Testmodus durchgeführt, daher wird der Betrag für diese Transaktion nicht eingezogen.",de_DE
"novalnet.transaction-mode","Transaction Mode: Test",en_US
"novalnet.transaction-mode","Transaktion modus: Test",de_DE
"novalnet.transaction-id","Novalnet Transaction ID: %tid%",en_US
"novalnet.transaction-id","Novalnet Transaktions-ID: %tid%",de_DE
